Anyo,Fecha (dd/mm/aaaa),TRM,Día del mes,Mes,Id Mes
2016,2016-12-29,"3019,72",29,Diciembre,12
2016,2016-12-28,"2992,81",28,Diciembre,12
2016,2016-12-27,"2996,6",27,Diciembre,12
2016,2016-12-26,"2996,6",26,Diciembre,12
2016,2016-12-25,"2996,6",25,Diciembre,12
2016,2016-12-24,"2996,6",24,Diciembre,12
2016,2016-12-23,"2996,03",23,Diciembre,12
2016,2016-12-22,"2989,14",22,Diciembre,12
2016,2016-12-21,"2988,06",21,Diciembre,12
2016,2016-12-20,"3019,44",20,Diciembre,12
2016,2016-12-19,"2997,2",19,Diciembre,12
2016,2016-12-18,"2997,2",18,Diciembre,12
2016,2016-12-17,"2997,2",17,Diciembre,12
2016,2016-12-16,"3000,47",16,Diciembre,12
2016,2016-12-15,"2964,56",15,Diciembre,12
2016,2016-12-14,"2982,29",14,Diciembre,12
2016,2016-12-13,"2984,02",13,Diciembre,12
2016,2016-12-12,"3002,8",12,Diciembre,12
2016,2016-12-11,"3002,8",11,Diciembre,12
2016,2016-12-10,"3002,8",10,Diciembre,12
2016,2016-12-09,"2989,71",9,Diciembre,12
2016,2016-12-08,"2989,71",8,Diciembre,12
2016,2016-12-07,"3015,47",7,Diciembre,12
2016,2016-12-06,"3049,47",6,Diciembre,12
2016,2016-12-05,"3061,04",5,Diciembre,12
2016,2016-12-04,"3061,04",4,Diciembre,12
2016,2016-12-03,"3061,04",3,Diciembre,12
2016,2016-12-02,"3068,34",2,Diciembre,12
2016,2016-12-01,"3085,6",1,Diciembre,12
2016,2016-11-30,"3165,09",30,Noviembre,11
2016,2016-11-29,"3142,2",29,Noviembre,11
2016,2016-11-28,"3170,64",28,Noviembre,11
2016,2016-11-27,"3170,64",27,Noviembre,11
2016,2016-11-26,"3170,64",26,Noviembre,11
2016,2016-11-25,"3187,97",25,Noviembre,11
2016,2016-11-24,"3187,97",24,Noviembre,11
2016,2016-11-23,"3139,76",23,Noviembre,11
2016,2016-11-22,"3144,72",22,Noviembre,11
2016,2016-11-21,"3163,49",21,Noviembre,11
2016,2016-11-20,"3163,49",20,Noviembre,11
2016,2016-11-19,"3163,49",19,Noviembre,11
2016,2016-11-18,"3135,65",18,Noviembre,11
2016,2016-11-17,"3131,11",17,Noviembre,11
2016,2016-11-16,"3124,91",16,Noviembre,11
2016,2016-11-15,"3100,12",15,Noviembre,11
2016,2016-11-14,"3100,12",14,Noviembre,11
2016,2016-11-13,"3100,12",13,Noviembre,11
2016,2016-11-12,"3100,12",12,Noviembre,11
2016,2016-11-11,"3100,12",11,Noviembre,11
2016,2016-11-10,"3012,12",10,Noviembre,11
2016,2016-11-09,"2984,78",9,Noviembre,11
2016,2016-11-08,"3070,4",8,Noviembre,11
2016,2016-11-07,"3070,4",7,Noviembre,11
2016,2016-11-06,"3070,4",6,Noviembre,11
2016,2016-11-05,"3070,4",5,Noviembre,11
2016,2016-11-04,"3071,12",4,Noviembre,11
2016,2016-11-03,"3070,54",3,Noviembre,11
2016,2016-11-02,"3026,68",2,Noviembre,11
2016,2016-11-01,"2998,55",1,Noviembre,11
2016,2016-10-31,"2967,66",31,Octubre,10
2016,2016-10-30,"2967,66",30,Octubre,10
2016,2016-10-29,"2967,66",29,Octubre,10
2016,2016-10-28,"2966,61",28,Octubre,10
2016,2016-10-27,"2965,18",27,Octubre,10
2016,2016-10-26,"2941,34",26,Octubre,10
2016,2016-10-25,"2929,83",25,Octubre,10
2016,2016-10-24,"2944,25",24,Octubre,10
2016,2016-10-23,"2944,25",23,Octubre,10
2016,2016-10-22,"2944,25",22,Octubre,10
2016,2016-10-21,"2934,03",21,Octubre,10
2016,2016-10-20,"2914,15",20,Octubre,10
2016,2016-10-19,"2905,93",19,Octubre,10
2016,2016-10-18,"2915,67",18,Octubre,10
2016,2016-10-17,"2915,67",17,Octubre,10
2016,2016-10-16,"2915,67",16,Octubre,10
2016,2016-10-15,"2915,67",15,Octubre,10
2016,2016-10-14,"2930,78",14,Octubre,10
2016,2016-10-13,"2919,18",13,Octubre,10
2016,2016-10-12,"2919,51",12,Octubre,10
2016,2016-10-11,"2913,96",11,Octubre,10
2016,2016-10-10,"2913,96",10,Octubre,10
2016,2016-10-09,"2913,96",9,Octubre,10
2016,2016-10-08,"2913,96",8,Octubre,10
2016,2016-10-07,"2924,8",7,Octubre,10
2016,2016-10-06,"2964,93",6,Octubre,10
2016,2016-10-05,"2963,06",5,Octubre,10
2016,2016-10-04,"2937,23",4,Octubre,10
2016,2016-10-03,"2880,08",3,Octubre,10
2016,2016-10-02,"2880,08",2,Octubre,10
2016,2016-10-01,"2880,08",1,Octubre,10
2016,2016-09-30,"2879,95",30,Septiembre,9
2016,2016-09-29,"2914,11",29,Septiembre,9
2016,2016-09-28,"2921,99",28,Septiembre,9
2016,2016-09-27,"2917,58",27,Septiembre,9
2016,2016-09-26,"2917,95",26,Septiembre,9
2016,2016-09-25,"2917,95",25,Septiembre,9
2016,2016-09-24,"2917,95",24,Septiembre,9
2016,2016-09-23,"2862,52",23,Septiembre,9
2016,2016-09-22,"2894,15",22,Septiembre,9
2016,2016-09-21,"2911,11",21,Septiembre,9
2016,2016-09-20,"2928,18",20,Septiembre,9
2016,2016-09-19,"2956,58",19,Septiembre,9
2016,2016-09-18,"2956,58",18,Septiembre,9
2016,2016-09-17,"2956,58",17,Septiembre,9
2016,2016-09-16,"2938,5",16,Septiembre,9
2016,2016-09-15,"2972,65",15,Septiembre,9
2016,2016-09-14,"2976,19",14,Septiembre,9
2016,2016-09-13,"2942,29",13,Septiembre,9
2016,2016-09-12,"2899,29",12,Septiembre,9
2016,2016-09-11,"2899,29",11,Septiembre,9
2016,2016-09-10,"2899,29",10,Septiembre,9
2016,2016-09-09,"2846,13",9,Septiembre,9
2016,2016-09-08,"2840,38",8,Septiembre,9
2016,2016-09-07,"2887,64",7,Septiembre,9
2016,2016-09-06,"2957,56",6,Septiembre,9
2016,2016-09-05,"2957,56",5,Septiembre,9
2016,2016-09-04,"2957,56",4,Septiembre,9
2016,2016-09-03,"2957,56",3,Septiembre,9
2016,2016-09-02,"2986,36",2,Septiembre,9
2016,2016-09-01,"2956,53",1,Septiembre,9
2016,2016-08-31,"2933,82",31,Agosto,8
2016,2016-08-30,"2924,29",30,Agosto,8
2016,2016-08-29,"2882,69",29,Agosto,8
2016,2016-08-28,"2882,69",28,Agosto,8
2016,2016-08-27,"2882,69",27,Agosto,8
2016,2016-08-26,"2915,67",26,Agosto,8
2016,2016-08-25,"2938,28",25,Agosto,8
2016,2016-08-24,"2909,1",24,Agosto,8
2016,2016-08-23,"2883,89",23,Agosto,8
2016,2016-08-22,"2867,37",22,Agosto,8
2016,2016-08-21,"2867,37",21,Agosto,8
2016,2016-08-20,"2867,37",20,Agosto,8
2016,2016-08-19,"2884,02",19,Agosto,8
2016,2016-08-18,"2918,07",18,Agosto,8
2016,2016-08-17,"2905,3",17,Agosto,8
2016,2016-08-16,"2908,67",16,Agosto,8
2016,2016-08-15,"2908,67",15,Agosto,8
2016,2016-08-14,"2908,67",14,Agosto,8
2016,2016-08-13,"2908,67",13,Agosto,8
2016,2016-08-12,"2911,26",12,Agosto,8
2016,2016-08-11,"2954,9",11,Agosto,8
2016,2016-08-10,"2974,31",10,Agosto,8
2016,2016-08-09,"2992,5",9,Agosto,8
2016,2016-08-08,"3052,8",8,Agosto,8
2016,2016-08-07,"3052,8",7,Agosto,8
2016,2016-08-06,"3052,8",6,Agosto,8
2016,2016-08-05,"3079,83",5,Agosto,8
2016,2016-08-04,"3110,43",4,Agosto,8
2016,2016-08-03,"3084,81",3,Agosto,8
2016,2016-08-02,"3090,28",2,Agosto,8
2016,2016-08-01,"3081,75",1,Agosto,8
2016,2016-07-31,"3081,75",31,Julio,7
2016,2016-07-30,"3081,75",30,Julio,7
2016,2016-07-29,"3091,78",29,Julio,7
2016,2016-07-28,"3073,52",28,Julio,7
2016,2016-07-27,"3055,15",27,Julio,7
2016,2016-07-26,"2997,25",26,Julio,7
2016,2016-07-25,"2942,65",25,Julio,7
2016,2016-07-24,"2942,65",24,Julio,7
2016,2016-07-23,"2942,65",23,Julio,7
2016,2016-07-22,"2928,67",22,Julio,7
2016,2016-07-21,"2931,08",21,Julio,7
2016,2016-07-20,"2931,08",20,Julio,7
2016,2016-07-19,"2928,3",19,Julio,7
2016,2016-07-18,"2923,46",18,Julio,7
2016,2016-07-17,"2923,46",17,Julio,7
2016,2016-07-16,"2923,46",16,Julio,7
2016,2016-07-15,"2923,07",15,Julio,7
2016,2016-07-14,"2936,53",14,Julio,7
2016,2016-07-13,"2911,91",13,Julio,7
2016,2016-07-12,"2929,81",12,Julio,7
2016,2016-07-11,"2952,64",11,Julio,7
2016,2016-07-10,"2952,64",10,Julio,7
2016,2016-07-09,"2952,64",9,Julio,7
2016,2016-07-08,"2986,49",8,Julio,7
2016,2016-07-07,"3003,2",7,Julio,7
2016,2016-07-06,"2966,87",6,Julio,7
2016,2016-07-05,"2914,38",5,Julio,7
2016,2016-07-04,"2914,38",4,Julio,7
2016,2016-07-03,"2914,38",3,Julio,7
2016,2016-07-02,"2914,38",2,Julio,7
2016,2016-07-01,"2919,01",1,Julio,7
2016,2016-06-30,"2916,15",30,Junio,6
2016,2016-06-29,"3005,18",29,Junio,6
2016,2016-06-28,"3022,78",28,Junio,6
2016,2016-06-27,"2972,92",27,Junio,6
2016,2016-06-26,"2972,92",26,Junio,6
2016,2016-06-25,"2972,92",25,Junio,6
2016,2016-06-24,"2897,53",24,Junio,6
2016,2016-06-23,"2944,06",23,Junio,6
2016,2016-06-22,"2976,29",22,Junio,6
2016,2016-06-21,"2972,97",21,Junio,6
2016,2016-06-20,"3010,91",20,Junio,6
2016,2016-06-19,"3010,91",19,Junio,6
2016,2016-06-18,"3010,91",18,Junio,6
2016,2016-06-17,"3019,12",17,Junio,6
2016,2016-06-16,"2989,56",16,Junio,6
2016,2016-06-15,"3003,28",15,Junio,6
2016,2016-06-14,"2990,35",14,Junio,6
2016,2016-06-13,"2969,83",13,Junio,6
2016,2016-06-12,"2969,83",12,Junio,6
2016,2016-06-11,"2969,83",11,Junio,6
2016,2016-06-10,"2942,13",10,Junio,6
2016,2016-06-09,"2905,23",9,Junio,6
2016,2016-06-08,"2950,95",8,Junio,6
2016,2016-06-07,"3017,71",7,Junio,6
2016,2016-06-06,"3017,71",6,Junio,6
2016,2016-06-05,"3017,71",5,Junio,6
2016,2016-06-04,"3017,71",4,Junio,6
2016,2016-06-03,"3110,88",3,Junio,6
2016,2016-06-02,"3117,83",2,Junio,6
2016,2016-06-01,"3089,65",1,Junio,6
2016,2016-05-31,"3069,17",31,Mayo,5
2016,2016-05-30,"3069,17",30,Mayo,5
2016,2016-05-29,"3069,17",29,Mayo,5
2016,2016-05-28,"3069,17",28,Mayo,5
2016,2016-05-27,"3054,6",27,Mayo,5
2016,2016-05-26,"3061,89",26,Mayo,5
2016,2016-05-25,"3059,92",25,Mayo,5
2016,2016-05-24,"3058,25",24,Mayo,5
2016,2016-05-23,"3047,99",23,Mayo,5
2016,2016-05-22,"3047,99",22,Mayo,5
2016,2016-05-21,"3047,99",21,Mayo,5
2016,2016-05-20,"3056,06",20,Mayo,5
2016,2016-05-19,"3031,48",19,Mayo,5
2016,2016-05-18,"3020,89",18,Mayo,5
2016,2016-05-17,"3007,74",17,Mayo,5
2016,2016-05-16,"2983,82",16,Mayo,5
2016,2016-05-15,"2983,82",15,Mayo,5
2016,2016-05-14,"2983,82",14,Mayo,5
2016,2016-05-13,"2934,88",13,Mayo,5
2016,2016-05-12,"2956,82",12,Mayo,5
2016,2016-05-11,"2979,54",11,Mayo,5
2016,2016-05-10,"2969,62",10,Mayo,5
2016,2016-05-09,"2969,62",9,Mayo,5
2016,2016-05-08,"2969,62",8,Mayo,5
2016,2016-05-07,"2969,62",7,Mayo,5
2016,2016-05-06,"2952,37",6,Mayo,5
2016,2016-05-05,"2942,16",5,Mayo,5
2016,2016-05-04,"2895,51",4,Mayo,5
2016,2016-05-03,"2833,78",3,Mayo,5
2016,2016-05-02,"2851,14",2,Mayo,5
2016,2016-05-01,"2851,14",1,Mayo,5
2016,2016-04-30,"2851,14",30,Abril,4
2016,2016-04-29,"2885,72",29,Abril,4
2016,2016-04-28,"2943,23",28,Abril,4
2016,2016-04-27,"2945,37",27,Abril,4
2016,2016-04-26,"2962,08",26,Abril,4
2016,2016-04-25,"2939,7",25,Abril,4
2016,2016-04-24,"2939,7",24,Abril,4
2016,2016-04-23,"2939,7",23,Abril,4
2016,2016-04-22,"2928,7",22,Abril,4
2016,2016-04-21,"2899,92",21,Abril,4
2016,2016-04-20,"2912,2",20,Abril,4
2016,2016-04-19,"2995,86",19,Abril,4
2016,2016-04-18,"2999,38",18,Abril,4
2016,2016-04-17,"2999,38",17,Abril,4
2016,2016-04-16,"2999,38",16,Abril,4
2016,2016-04-15,"3000,78",15,Abril,4
2016,2016-04-14,"3006,35",14,Abril,4
2016,2016-04-13,"3036,57",13,Abril,4
2016,2016-04-12,"3057,96",12,Abril,4
2016,2016-04-11,"3076,29",11,Abril,4
2016,2016-04-10,"3076,29",10,Abril,4
2016,2016-04-09,"3076,29",9,Abril,4
2016,2016-04-08,"3109,6",8,Abril,4
2016,2016-04-07,"3081,39",7,Abril,4
2016,2016-04-06,"3085,82",6,Abril,4
2016,2016-04-05,"3066,94",5,Abril,4
2016,2016-04-04,"3038,48",4,Abril,4
2016,2016-04-03,"3038,48",3,Abril,4
2016,2016-04-02,"3038,48",2,Abril,4
2016,2016-04-01,"3000,63",1,Abril,4
2016,2016-03-31,"3022,35",31,Marzo,3
2016,2016-03-30,"3052,33",30,Marzo,3
2016,2016-03-29,"3047,85",29,Marzo,3
2016,2016-03-28,"3058,8",28,Marzo,3
2016,2016-03-27,"3058,8",27,Marzo,3
2016,2016-03-26,"3058,8",26,Marzo,3
2016,2016-03-25,"3058,8",25,Marzo,3
2016,2016-03-24,"3058,8",24,Marzo,3
2016,2016-03-23,"3050,31",23,Marzo,3
2016,2016-03-22,"3065,79",22,Marzo,3
2016,2016-03-21,"3065,79",21,Marzo,3
2016,2016-03-20,"3065,79",20,Marzo,3
2016,2016-03-19,"3065,79",19,Marzo,3
2016,2016-03-18,"3087,39",18,Marzo,3
2016,2016-03-17,"3155,9",17,Marzo,3
2016,2016-03-16,"3175,88",16,Marzo,3
2016,2016-03-15,"3175,95",15,Marzo,3
2016,2016-03-14,"3164,12",14,Marzo,3
2016,2016-03-13,"3164,12",13,Marzo,3
2016,2016-03-12,"3164,12",12,Marzo,3
2016,2016-03-11,"3204,27",11,Marzo,3
2016,2016-03-10,"3192,49",10,Marzo,3
2016,2016-03-09,"3155,9",9,Marzo,3
2016,2016-03-08,"3135,28",8,Marzo,3
2016,2016-03-07,"3163,25",7,Marzo,3
2016,2016-03-06,"3163,25",6,Marzo,3
2016,2016-03-05,"3163,25",5,Marzo,3
2016,2016-03-04,"3203,03",4,Marzo,3
2016,2016-03-03,"3205,6",3,Marzo,3
2016,2016-03-02,"3268,86",2,Marzo,3
2016,2016-03-01,"3319,8",1,Marzo,3
2016,2016-02-29,3306,29,Febrero,2
2016,2016-02-28,3306,28,Febrero,2
2016,2016-02-27,3306,27,Febrero,2
2016,2016-02-26,"3310,16",26,Febrero,2
2016,2016-02-25,"3341,69",25,Febrero,2
2016,2016-02-24,"3322,54",24,Febrero,2
2016,2016-02-23,"3314,24",23,Febrero,2
2016,2016-02-22,"3356,78",22,Febrero,2
2016,2016-02-21,"3356,78",21,Febrero,2
2016,2016-02-20,"3356,78",20,Febrero,2
2016,2016-02-19,"3338,03",19,Febrero,2
2016,2016-02-18,"3391,87",18,Febrero,2
2016,2016-02-17,"3406,87",17,Febrero,2
2016,2016-02-16,"3409,82",16,Febrero,2
2016,2016-02-15,"3409,82",15,Febrero,2
2016,2016-02-14,"3409,82",14,Febrero,2
2016,2016-02-13,"3409,82",13,Febrero,2
2016,2016-02-12,"3434,89",12,Febrero,2
2016,2016-02-11,"3385,65",11,Febrero,2
2016,2016-02-10,"3391,93",10,Febrero,2
2016,2016-02-09,"3367,02",9,Febrero,2
2016,2016-02-08,"3320,49",8,Febrero,2
2016,2016-02-07,"3320,49",7,Febrero,2
2016,2016-02-06,"3320,49",6,Febrero,2
2016,2016-02-05,"3315,75",5,Febrero,2
2016,2016-02-04,"3382,2",4,Febrero,2
2016,2016-02-03,"3387,69",3,Febrero,2
2016,2016-02-02,"3326,82",2,Febrero,2
2016,2016-02-01,"3287,31",1,Febrero,2
2016,2016-01-31,"3287,31",31,Enero,1
2016,2016-01-30,"3287,31",30,Enero,1
2016,2016-01-29,"3302,92",29,Enero,1
2016,2016-01-28,"3366,63",28,Enero,1
2016,2016-01-27,"3375,8",27,Enero,1
2016,2016-01-26,"3362,38",26,Enero,1
2016,2016-01-25,"3281,74",25,Enero,1
2016,2016-01-24,"3281,74",24,Enero,1
2016,2016-01-23,"3281,74",23,Enero,1
2016,2016-01-22,"3368,49",22,Enero,1
2016,2016-01-21,"3357,67",21,Enero,1
2016,2016-01-20,"3297,46",20,Enero,1
2016,2016-01-19,"3293,94",19,Enero,1
2016,2016-01-18,"3293,94",18,Enero,1
2016,2016-01-17,"3293,94",17,Enero,1
2016,2016-01-16,"3293,94",16,Enero,1
2016,2016-01-15,"3240,71",15,Enero,1
2016,2016-01-14,"3235,45",14,Enero,1
2016,2016-01-13,"3246,51",13,Enero,1
2016,2016-01-12,"3268,37",12,Enero,1
2016,2016-01-11,"3268,37",11,Enero,1
2016,2016-01-10,"3268,37",10,Enero,1
2016,2016-01-09,"3268,37",9,Enero,1
2016,2016-01-08,"3287,28",8,Enero,1
2016,2016-01-07,"3250,69",7,Enero,1
2016,2016-01-06,"3203,86",6,Enero,1
2016,2016-01-05,"3213,24",5,Enero,1
2016,2016-01-04,"3149,47",4,Enero,1
2016,2016-01-03,"3149,47",3,Enero,1
2016,2016-01-02,"3149,47",2,Enero,1
2016,2016-01-01,"3149,47",1,Enero,1
